ts,dt,hr,connection_type,org_id,venue_id,device_serial,network_id,band,mac,infra_id,infra_category,ssid,bssid,connected,tx_duration,rx_duration,tx_bytes,rx_bytes,tx_packets,tx_failed,tx_retries,rx_packets,rssi_min,rssi_max,rssi_avg,ack_rssi_min,ack_rssi_max,ack_rssi_avg,tx_phyrate_min,tx_phyrate_max,tx_phyrate_avg,rx_phyrate_min,rx_phyrate_max,rx_phyrate_avg,tx_chwidth_min,tx_chwidth_max,rx_chwidth_min,rx_chwidth_max,port,vlan
2024-09-03 07:50:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,E0:01:A6:80:7F:84,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet18,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,7E:9F:07:00:B4:F3,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:45:00,2024-09-03,7,wired,36,63,b46ad439c560,,,A4:CF:99:74:FC:F1,1258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet12,1
2024-09-03 07:45:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,2C:30:1A:10:91:6D,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet8,1
2024-09-03 07:45:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,E4:9D:73:62:5C:14,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet19,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,24:FE:9A:0F:48:1C,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet8,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,5C:41:5A:CB:2C:10,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,1264,d077cebd6518,,,CC:CF:83:EA:BE:80,121,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,100
2024-09-03 07:50:00,2024-09-03,7,wired,17,1264,d077cebd6518,,,E4:9D:73:1C:0B:5C,121,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet1,1
2024-09-03 07:50:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,4C:BA:D7:F7:15:49,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet20,1
2024-09-03 07:45:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,60:7E:C9:66:75:AF,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet16,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,1264,d077cebd6518,,,D4:BA:BA:A1:50:00,121,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet3,1
2024-09-03 07:50:00,2024-09-03,7,wired,36,63,b46ad439c560,,,14:44:8F:1F:BE:50,1258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet18,1
2024-09-03 07:50:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,3C:EC:EF:44:A4:02,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet14,1
