mac,temperature1,temperature2,uptime,cpu1,cpu2,cpu3,cpu4,cpu5,cpu_load_1m,cpu_load_5m,cpu_load_15m,mem_buffered,mem_cached,mem_free,mem_total,num_ifaces,sanity,health_mem
903cb3bb245d,46,47,1883857,1,2,1,1,1,0.032715,0.011719,0.000488,9318400,26902528,798900224,973131776,1,100,18
903cb3bb245d,46,47,1883917,1,1,1,1,1,0.009766,0.005859,0.0,9318400,26902528,799281152,973131776,1,100,18
903cb3bb245d,46,47,1883977,1,1,1,1,1,0.001953,0.0,0.0,9318400,26902528,799059968,973131776,1,100,18
903cb3bb245d,46,47,1884037,1,1,1,1,1,0.042969,0.013184,0.001953,9318400,26902528,799408128,973131776,1,100,18
903cb3bb245d,46,47,1884097,1,2,1,1,1,0.013672,0.007324,0.0,9318400,26902528,799154176,973131776,1,100,18
903cb3bb245d,46,47,1884157,1,2,1,1,1,0.003418,0.001465,0.0,9318400,26902528,799408128,973131776,1,100,18
903cb3bb245d,46,47,1884217,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799002624,973131776,1,100,18
903cb3bb245d,46,47,1884277,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799264768,973131776,1,100,18
903cb3bb245d,46,47,1884337,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799543296,973131776,1,100,18
903cb3bb245d,46,47,1884397,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799408128,973131776,1,100,18
903cb3bb245d,46,47,1884457,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,798978048,973131776,1,100,18
903cb3bb245d,46,47,1884517,1,3,1,1,1,0.0,0.0,0.0,9318400,26902528,799424512,973131776,1,100,18
903cb3bb245d,46,47,1884578,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799330304,973131776,1,100,18
903cb3bb245d,46,47,1884638,1,1,1,1,1,0.0,0.0,0.0,9318400,26902528,799457280,973131776,1,100,18
903cb3bb245d,46,47,1884698,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799457280,973131776,1,100,18
903cb3bb245d,46,47,1884758,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799145984,973131776,1,100,18
903cb3bb245d,46,47,1884818,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799322112,973131776,1,100,18
903cb3bb245d,46,47,1884938,1,3,1,1,1,0.020508,0.009277,0.0,9318400,26902528,799272960,973131776,1,100,18
903cb3bb245d,46,47,1884998,1,3,1,1,1,0.005371,0.003418,0.0,9318400,26902528,799424512,973131776,1,100,18
903cb3bb245d,46,47,1885058,1,2,1,1,1,0.095705,0.042481,0.010742,9318400,26902528,799096832,973131776,1,100,18
903cb3bb245d,46,47,1885118,1,2,1,1,1,0.065431,0.047852,0.010742,9318400,26902528,799027200,973131776,1,100,18
903cb3bb245d,46,47,1885178,1,2,2,1,1,0.021973,0.036133,0.004883,9318400,26902528,799408128,973131776,1,100,18
903cb3bb245d,46,47,1885238,1,3,1,1,1,0.076173,0.054688,0.010254,9318400,26902528,799121408,973131776,1,100,18
903cb3bb245d,46,47,1885298,1,1,1,1,1,0.106447,0.06006,0.010254,9318400,26902528,799797248,973131776,1,100,18
903cb3bb245d,46,47,1885358,1,1,1,1,1,0.03711,0.047852,0.004395,9318400,26902528,799629312,973131776,1,100,18
903cb3bb245d,46,47,1885419,1,1,1,1,1,0.011231,0.036133,0.0,9318400,26902528,799424512,973131776,1,100,18
903cb3bb245d,46,47,1885479,1,2,1,1,1,0.002441,0.026856,0.0,9318400,26902528,799678464,973131776,1,100,18
903cb3bb245d,46,47,1885539,1,2,1,1,1,0.0,0.020996,0.0,9318400,26902528,799256576,973131776,1,100,18
903cb3bb245d,46,47,1885599,1,2,1,1,1,0.0,0.015137,0.0,9318400,26902528,799457280,973131776,1,100,18
903cb3bb245d,46,47,1885659,1,2,1,1,1,0.0,0.009277,0.0,9318400,26902528,799391744,973131776,1,100,18
903cb3bb245d,46,47,1885719,1,2,1,1,0,0.0,0.003418,0.0,9318400,26902528,798969856,973131776,1,100,18
903cb3bb245d,46,47,1885779,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799137792,973131776,1,100,18
903cb3bb245d,46,47,1885839,1,3,1,1,1,0.05127,0.01416,0.00293,9318400,26902528,799281152,973131776,1,100,18
903cb3bb245d,46,47,1885899,1,1,1,1,1,0.016602,0.008301,0.0,9318400,26902528,799264768,973131776,1,100,18
903cb3bb245d,46,47,1885959,1,1,1,1,1,0.004395,0.002441,0.0,9318400,26902528,799330304,973131776,1,100,18
903cb3bb245d,46,47,1886019,1,1,1,1,1,0.0,0.0,0.0,9318400,26902528,799145984,973131776,1,100,18
903cb3bb245d,46,47,1886079,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799137792,973131776,1,100,18
903cb3bb245d,46,47,1886139,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799535104,973131776,1,100,18
903cb3bb245d,46,47,1886199,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799408128,973131776,1,100,18
903cb3bb245d,46,47,1886259,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799289344,973131776,1,100,18
903cb3bb245d,46,47,1886320,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799367168,973131776,1,100,18
903cb3bb245d,46,47,1886380,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799535104,973131776,1,100,18
903cb3bb245d,46,47,1886440,1,2,1,1,1,0.05127,0.01416,0.00293,9318400,26902528,799399936,973131776,1,100,18
903cb3bb245d,46,47,1886500,1,1,1,1,1,0.016602,0.008301,0.0,9318400,26902528,799703040,973131776,1,100,18
903cb3bb245d,46,47,1886620,1,1,1,1,1,0.0,0.0,0.0,9318400,26902528,799383552,973131776,1,100,18
903cb3bb245d,46,47,1886680,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799305728,973131776,1,100,18
903cb3bb245d,46,47,1886740,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799154176,973131776,1,100,18
903cb3bb245d,46,47,1886800,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799322112,973131776,1,100,18
903cb3bb245d,46,47,1886860,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799137792,973131776,1,100,18
903cb3bb245d,46,47,1886920,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799223808,973131776,1,100,18
903cb3bb245d,46,47,1886980,1,2,1,1,2,0.0,0.0,0.0,9318400,26902528,799105024,973131776,1,100,18
903cb3bb245d,46,47,1887040,1,1,1,1,1,0.0,0.0,0.0,9318400,26902528,799154176,973131776,1,100,18
903cb3bb245d,46,47,1887100,1,1,1,1,1,0.080079,0.016602,0.005371,9318400,26902528,799408128,973131776,1,100,18
903cb3bb245d,46,47,1887161,1,2,1,1,2,0.027344,0.010742,0.0,9318400,26902528,798867456,973131776,1,100,18
903cb3bb245d,46,47,1887221,1,2,1,1,1,0.007813,0.004883,0.0,9318400,26902528,799305728,973131776,1,100,18
903cb3bb245d,46,47,1887281,1,2,1,1,1,0.032715,0.016114,0.0,9318400,26902528,799322112,973131776,1,100,18
903cb3bb245d,46,47,1887341,1,2,1,1,1,0.078126,0.027344,0.004395,9318400,26902528,799154176,973131776,1,100,18
903cb3bb245d,46,47,1887401,1,2,1,1,1,0.027344,0.021485,0.0,9318400,26902528,799305728,973131776,1,100,18
903cb3bb245d,46,47,1887461,1,2,1,1,1,0.007813,0.015625,0.0,9318400,26902528,799432704,973131776,1,100,18
903cb3bb245d,46,47,1887521,1,2,1,1,1,0.000977,0.009766,0.0,9318400,26902528,799281152,973131776,1,100,18
903cb3bb245d,45,46,1887581,1,3,1,1,1,0.0,0.003906,0.0,9318400,26902528,798961664,973131776,1,100,18
903cb3bb245d,46,47,1887641,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799494144,973131776,1,100,18
903cb3bb245d,46,46,1887701,1,2,1,1,1,0.056153,0.014649,0.003418,9318400,26902528,799670272,973131776,1,100,18
903cb3bb245d,46,47,1887761,1,2,1,1,1,0.086915,0.025879,0.004395,9318400,26902528,799113216,973131776,1,100,18
903cb3bb245d,46,47,1887821,1,1,1,1,1,0.123049,0.050782,0.010254,9318400,26902528,799182848,973131776,1,100,18
903cb3bb245d,46,47,1887881,1,1,1,1,2,0.042969,0.039063,0.004395,9318400,26902528,799199232,973131776,1,100,18
903cb3bb245d,46,47,1887941,1,1,1,1,2,0.055665,0.044434,0.004395,9318400,26902528,799367168,973131776,1,100,18
903cb3bb245d,46,47,1888001,1,2,1,1,1,0.062989,0.049805,0.004395,9318400,26902528,799399936,973131776,1,100,18
903cb3bb245d,46,47,1888062,1,2,1,1,1,0.070314,0.0542,0.004395,9318400,26902528,799518720,973131776,1,100,18
903cb3bb245d,46,46,1888122,1,1,1,1,2,0.023926,0.042481,0.0,9318400,26902528,798961664,973131776,1,100,18
903cb3bb245d,46,47,1888182,1,2,1,1,1,0.006836,0.030762,0.0,9318400,26902528,799297536,973131776,1,100,18
903cb3bb245d,46,47,1888302,1,2,2,1,1,0.0,0.018067,0.0,9318400,26902528,799338496,973131776,1,100,18
903cb3bb245d,46,47,1888362,1,1,1,1,1,0.0,0.012207,0.0,9318400,26902528,799272960,973131776,1,100,18
903cb3bb245d,46,47,1888422,1,1,1,1,1,0.073243,0.023438,0.004883,9318400,26902528,798883840,973131776,1,100,18
903cb3bb245d,46,47,1888482,1,1,1,1,1,0.024903,0.017578,0.0,9318400,26902528,799264768,973131776,1,100,18
903cb3bb245d,46,47,1888542,1,2,1,1,1,0.006836,0.011719,0.0,9318400,26902528,799248384,973131776,1,100,18
903cb3bb245d,46,47,1888602,1,2,1,1,1,0.000488,0.005859,0.0,9318400,26902528,799424512,973131776,1,100,18
903cb3bb245d,46,47,1888662,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,798986240,973131776,1,100,18
903cb3bb245d,46,47,1888722,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799432704,973131776,1,100,18
903cb3bb245d,46,47,1888782,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799891456,973131776,1,100,18
903cb3bb245d,46,47,1888842,1,1,1,1,1,0.0,0.0,0.0,9318400,26902528,799526912,973131776,1,100,18
903cb3bb245d,46,47,1888903,1,1,1,1,1,0.0,0.0,0.0,9318400,26902528,799584256,973131776,1,100,18
903cb3bb245d,46,47,1888963,1,1,2,1,1,0.0,0.0,0.0,9318400,26902528,799350784,973131776,1,100,18
903cb3bb245d,46,47,1889023,1,1,1,1,1,0.0,0.0,0.0,9318400,26902528,799375360,973131776,1,100,18
903cb3bb245d,46,47,1889083,1,1,1,1,1,0.0,0.0,0.0,9318400,26902528,799469568,973131776,1,100,18
903cb3bb245d,46,47,1889143,1,1,0,1,1,0.0,0.0,0.0,9318400,26902528,799281152,973131776,1,100,18
903cb3bb245d,46,47,1889203,1,1,1,1,1,0.080079,0.016602,0.005371,9318400,26902528,799543296,973131776,1,100,18
903cb3bb245d,46,47,1889263,1,1,1,1,1,0.027344,0.010742,0.0,9318400,26902528,799408128,973131776,1,100,18
903cb3bb245d,46,46,1889323,1,1,1,1,1,0.007813,0.004883,0.0,9318400,26902528,799027200,973131776,1,100,18
903cb3bb245d,46,47,1889383,1,1,1,1,1,0.000977,0.0,0.0,9318400,26902528,799510528,973131776,1,100,18
903cb3bb245d,46,47,1889443,1,1,1,1,1,0.0,0.0,0.0,9318400,26902528,799408128,973131776,1,100,18
903cb3bb245d,46,47,1889503,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799457280,973131776,1,100,18
903cb3bb245d,46,47,1889563,1,2,2,1,1,0.046876,0.013672,0.002441,9318400,26902528,799342592,973131776,1,100,18
903cb3bb245d,46,47,1889623,1,2,1,1,1,0.015137,0.007813,0.0,9318400,26902528,799281152,973131776,1,100,18
903cb3bb245d,46,47,1889683,1,1,1,1,1,0.039063,0.019043,0.000488,9318400,26902528,799129600,973131776,1,100,18
903cb3bb245d,46,47,1889743,1,1,1,1,1,0.012207,0.013184,0.0,9318400,26902528,799232000,973131776,1,100,18
903cb3bb245d,46,47,1889804,1,2,1,1,1,0.00293,0.007324,0.0,9318400,26902528,799264768,973131776,1,100,18
903cb3bb245d,46,47,1889924,1,1,1,1,1,0.015137,0.012696,0.0,9318400,26902528,799981568,973131776,1,100,18
903cb3bb245d,46,47,1889984,1,2,1,1,1,0.003906,0.006836,0.0,9318400,26902528,800075776,973131776,1,100,18
903cb3bb245d,46,47,1890044,1,2,1,1,1,0.0,0.000977,0.0,9318400,26902528,799551488,973131776,1,100,18
903cb3bb245d,46,47,1890104,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799043584,973131776,1,100,18
903cb3bb245d,46,47,1890164,1,3,1,1,1,0.042969,0.013184,0.001953,9318400,26902528,799408128,973131776,1,100,18
903cb3bb245d,46,47,1890224,1,2,1,1,1,0.013672,0.007324,0.0,9318400,26902528,799535104,973131776,1,100,18
903cb3bb245d,46,47,1890284,1,1,1,1,1,0.003418,0.001465,0.0,9318400,26902528,799129600,973131776,1,100,18
903cb3bb245d,46,47,1890344,1,1,1,1,1,0.0,0.0,0.0,9318400,26902528,799281152,973131776,1,100,18
903cb3bb245d,46,47,1890404,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799313920,973131776,1,100,18
903cb3bb245d,46,47,1890464,1,2,1,1,1,0.042969,0.013184,0.001953,9318400,26902528,799002624,973131776,1,100,18
903cb3bb245d,46,47,1890524,1,2,1,1,1,0.013672,0.007324,0.0,9318400,26902528,799162368,973131776,1,100,18
903cb3bb245d,46,47,1890584,1,2,1,1,1,0.003418,0.001465,0.0,9318400,26902528,799383552,973131776,1,100,18
903cb3bb245d,46,47,1890645,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799526912,973131776,1,100,18
903cb3bb245d,46,47,1890705,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799154176,973131776,1,100,18
903cb3bb245d,46,47,1890765,1,3,1,1,1,0.0,0.0,0.0,9318400,26902528,799186944,973131776,1,100,18
903cb3bb245d,46,47,1890825,1,2,1,1,1,0.0,0.0,0.0,9318400,26902528,799330304,973131776,1,100,18
903cb3bb245d,46,47,1890885,1,2,1,1,1,0.035645,0.012207,0.000977,9318400,26902528,799584256,973131776,1,100,18
903cb3bb245d,46,47,1890945,1,2,1,1,1,0.052247,0.023438,0.001465,9318400,26902528,799281152,973131776,1,100,18
903cb3bb245d,46,47,1891005,1,3,1,1,1,0.061524,0.03125,0.001953,9318400,26902528,799232000,973131776,1,100,18
903cb3bb245d,46,47,1891065,1,3,1,1,1,0.020508,0.024414,0.0,9318400,26902528,799154176,973131776,1,100,18
903cb3bb245d,46,47,1891125,1,3,1,1,1,0.005371,0.018555,0.0,9318400,26902528,799072256,973131776,1,100,18
903cb3bb245d,46,47,1891185,1,3,1,1,1,0.0,0.012696,0.0,9318400,26902528,799002624,973131776,1,100,18
903cb3bb245d,46,47,1891245,1,2,1,1,1,0.0,0.006836,0.0,9318400,26902528,799535104,973131776,1,100,18
